Game Name,Minimum Completion Time,Install Size (MB),Install Size Per Hour
Borderlands 3,60.0,40060.0,667.6666666666666
Borderlands 2 (Xbox 360),40.0,5540.0,138.5
Borderlands 2,60.0,27950.0,465.8333333333333
Borderlands,41.0,3300.0,80.48780487804878
Booom-Slang!,15.0,3350.0,223.33333333333334
Boomerang Fu,1.0,635.0,635.0
Boom Robots,0.25,887.0,3548.0
Boom Boom Rocket,8.0,79.0,9.875
Boom Blaster,1.0,2870.0,2870.0
Boom Ball for Kinect,15.0,507.0,33.8
Boom Ball 3 for Kinect,4.0,1170.0,292.5
Boom Ball 2 for Kinect,10.0,832.0,83.2
Book of Demons,40.0,1200.0,30.0
Book Quest,2.0,838.0,419.0
Bonkies,19.0,728.0,38.31578947368421
Bones of Halloween,0.25,473.0,1892.0
Bone Marrow,1.0,168.0,168.0
Bonds of the Skies,8.0,419.0,52.375
Bombslinger,20.0,452.0,22.6
Bombing Busters,15.0,449.0,29.933333333333334
Bomberman Live: Battlefest,2.0,47.0,23.5
Bomberman Live,3.0,45.0,15.0
Bomberman Act:Zero,1000.0,389.0,0.389
Bomber Crew,15.0,788.0,52.53333333333333
Bomb Rush Cyberfunk,15.0,4330.0,288.6666666666667
Bomb Bowling X (Xbox One),0.25,453.0,1812.0
Bomb Bowling X (Windows),0.25,136.0,544.0
Bomb Bowling X,0.25,453.0,1812.0
Bokosuka Wars II,39.0,1310.0,33.58974358974359
Boggle,40.0,563.0,14.075
Bob the Elementalist,0.5,365.0,730.0
Blur,40.0,5350.0,133.75
Bluey: The Videogame,2.0,4730.0,2365.0
Blues & Bullets,2.0,2630.0,1315.0
Blue-Collar Astronaut,25.0,850.0,34.0
Blue Rider,59.0,933.0,15.813559322033898
Blue Fire,12.0,4860.0,405.0
Blue Estate,15.0,4140.0,276.0
Blue Dragon,80.0,12240.0,153.0
Blow & Fly,0.5,1300.0,2600.0
Blossom Tales II: The Minotaur Prince,25.0,554.0,22.16
Bloons TD 6 (Windows),300.0,1850.0,6.166666666666667
Bloons TD 6,434.0,1300.0,2.9953917050691246
Bloons TD 5,120.0,295.0,2.4583333333333335
Bloomyth,5.0,524.0,104.8
Bloomtown: A Different Story,32.0,1440.0,45.0
Bloody Zombies,40.0,7340.0,183.5
Bloody Rally Show,233.0,365.0,1.5665236051502145
Bloody Good Time,8.0,419.0,52.375
Bloodwash,0.5,10000.0,20000.0
Bloodstained: Ritual of the Night (Windows),25.0,11070.0,442.8
Bloodstained: Ritual of the Night,40.0,8850.0,221.25
Bloodstained: Curse of the Moon 2,12.0,175.0,14.583333333333334
Bloodstained: Curse of the Moon,8.0,122.0,15.25
Bloodshore,3.0,10710.0,3570.0
Bloodroots,6.0,6200.0,1033.3333333333333
Bloodforge,10.0,1820.0,182.0
BloodRayne: ReVamped,8.0,6920.0,865.0
BloodRayne: Betrayal - Fresh Bites,6.0,1770.0,295.0
BloodRayne 2: ReVamped,17.0,13470.0,792.3529411764706
BloodBath,10.0,443.0,44.3
Blood Waves (Xbox One),8.0,1440.0,180.0
Blood Waves,6.0,1850.0,308.3333333333333
Blood Knights,8.0,1560.0,195.0
Blood Hunting,4.0,8000.0,2000.0
Blood Bowl 3,158.0,11160.0,70.63291139240506
Blood Bowl 2,80.0,4000.0,50.0
Blood Bowl,40.0,1150.0,28.75
Blocky Farm,58.0,763.0,13.155172413793103
Block Tower TD (Windows),0.25,187.0,748.0
Block Tower TD,0.25,499.0,1996.0
Block & Shot,4.0,560.0,140.0
Blizzard Arcade Collection,6.0,3730.0,621.6666666666666
Blitz Breaker,1.0,332.0,332.0
Blind Postman (Windows),0.5,245.0,490.0
Blind Postman,0.5,525.0,1050.0
Blind Men,0.25,267.0,1068.0
Blind - The Unseen Truth,0.5,1550.0,3100.0
Blightbound,75.0,1550.0,20.666666666666668
Bless Unleashed,300.0,22600.0,75.33333333333333
Bleeding Edge,8.0,20210.0,2526.25
Bleed 2,40.0,338.0,8.45
Bleed,15.0,328.0,21.866666666666667
Bleak Faith: Forsaken,65.0,3860.0,59.38461538461539
Bleach: Brave Souls,8.0,6920.0,865.0
Blazing Chrome,12.0,124.0,10.333333333333334
Blazing Beaks,54.0,371.0,6.87037037037037
Blazing Angels: Squadrons of WWII,10.0,2630.0,263.0
Blazing Angels 2: Secret Missions of WW2,60.0,6190.0,103.16666666666667
Blaze and the Monster Machines: Axle City Racers,1.0,856.0,856.0
BlazBlue: Cross Tag Battle Special Edition,6.0,12900.0,2150.0
BlazBlue: Chrono Phantasma EXTEND,50.0,17810.0,356.2
BlazBlue: Calamity Trigger (Windows),3.0,1590.0,530.0
BlazBlue: Calamity Trigger,25.0,3020.0,120.8
Blaster Master Zero 3,12.0,433.0,36.083333333333336
Blaster Master Zero 2,12.0,453.0,37.75
Blaster Master Zero,15.0,497.0,33.13333333333333
Blast Brigade vs. the Evil Legion of Dr. Cread,20.0,1510.0,75.5
Blast Brawl 2: Bloody Boogaloo,1.0,1860.0,1860.0
Blast 'em Bunnies,20.0,956.0,47.8
Blasphemous 2,25.0,4370.0,174.8
Blasphemous,25.0,3350.0,134.0
Blair Witch,10.0,13230.0,1323.0
Bladestorm: The Hundred Years' War,60.0,5080.0,84.66666666666667
Bladestorm: Nightmare (JP),238.0,11440.0,48.0672268907563
Bladestorm: Nightmare,100.0,11680.0,116.8
Bladed Fury,25.0,3660.0,146.4
Blade of Darkness,57.0,1730.0,30.350877192982455
Blade Runner: Enhanced Edition,12.0,10570.0,880.8333333333334
Blade Kitten,8.0,517.0,64.625
Blackwood Crossing,1.0,4290.0,4290.0
Blackwind,8.0,3430.0,428.75
Blackwater,35.0,1450.0,41.42857142857143
Blacksmith of the Sand Kingdom,25.0,914.0,36.56
Blacksmith Forger,0.25,423.0,1692.0
Blacksad - Under the Skin (Xbox One),54.0,14600.0,270.3703703703704
Blacksad - Under the Skin,37.0,15190.0,410.5405405405405
Blacklight: Tango Down,40.0,704.0,17.6
Blackberry Honey,0.25,1060.0,4240.0
BlackSite: Area 51,20.0,6700.0,335.0
Black Widow: Recharged,2.0,700.0,350.0
Black The Fall,2.0,1720.0,860.0
Black Skylands,20.0,2220.0,111.0
Black Mirror,6.0,10860.0,1810.0
Black Legend,70.0,5120.0,73.14285714285714
Black Knight Sword,15.0,933.0,62.2
Black Desert,200.0,82160.0,410.8
Black College Football Experience: Doug Williams Edition,40.0,3960.0,99.0
Black Book,25.0,4860.0,194.4
Black & White Bushido,1.0,821.0,821.0
Bitmaster,20.0,471.0,23.55
Bite The Bullet,52.0,2700.0,51.92307692307692
Bit Orchard: Animal Valley,19.0,318.0,16.736842105263158
Bit Dungeon Plus,25.0,390.0,15.6
Bish Bash Bots,20.0,1440.0,72.0
Birthday of Midnight,1.0,313.0,313.0
Birth,1.0,741.0,741.0
Birds of Steel,15.0,5300.0,353.3333333333333
Birdcakes,3.0,319.0,106.33333333333333
Bird Game +,0.5,516.0,1032.0
Biped,15.0,4910.0,327.3333333333333
Bionic Commando: Rearmed 2,20.0,1410.0,70.5
Bionic Commando,25.0,6540.0,261.6
Biomutant,40.0,16990.0,424.75
Bioframe Outpost,11.0,1011.0,91.9090909090909
BioShock Remastered,15.0,16450.0,1096.6666666666667
BioShock Infinite: The Complete Edition,40.0,36340.0,908.5
BioShock Infinite,25.0,6490.0,259.6
BioShock 2 Remastered,20.0,16570.0,828.5
BioShock 2 (JP),25.0,6620.0,264.8
BioShock 2,40.0,6410.0,160.25
BioShock (DE),15.0,3630.0,242.0
BioShock,15.0,4660.0,310.6666666666667
Bio Inc. Redemption,30.0,1450.0,48.333333333333336
Bing In Wonderland,21.0,687.0,32.714285714285715
Binarystar Infinity,2.0,338.0,169.0
Binary Domain,80.0,7150.0,89.375
Binaries,8.0,412.0,51.5
Billy's Game Show (Xbox One),0.25,955.0,3820.0
Billy's Game Show,0.25,2700.0,10800.0
Billy 101,0.25,345.0,1380.0
Bike Mayhem 2,15.0,249.0,16.6
BigChick,0.5,459.0,918.0
Big Rumble Boxing: Creed Champions,15.0,9320.0,621.3333333333334
Big Pharma,98.0,432.0,4.408163265306122
Big Helmet Heroes,11.0,4460.0,405.45454545454544
Big Crown: Showdown,6.0,5000.0,833.3333333333334
Big Buck Hunter Pro Adventure (Windows),15.0,647.0,43.13333333333333
Big Bash Boom,104.0,7440.0,71.53846153846153
Beyond a Steel Sky,6.0,10290.0,1715.0
Beyond Hanwell,14.0,61400.0,4385.714285714285
Beyond Good & Evil HD,8.0,1680.0,210.0
Beyond Good & Evil - 20th Anniversary Edition,15.0,21110.0,1407.3333333333333
Beyond Galaxyland,24.0,1450.0,60.416666666666664
Beyond Eyes,1.0,1340.0,1340.0
Beyond Enemy Lines 2,6.0,7770.0,1295.0
Beyond Enemy Lines - Remastered Edition,4.0,7160.0,1790.0
Beyond Doors (Xbox One),0.25,676.0,2704.0
Beyond Doors (Windows),0.25,373.0,1492.0
Beyond Doors,0.25,685.0,2740.0
Beyond Border (Windows),0.25,90.0,360.0
Beyond Border,0.5,402.0,804.0
Beyond Blue,5.0,9890.0,1978.0
Between Time: Escape Room,0.5,7560.0,15120.0
Between Horizons,5.0,1980.0,396.0
Betomis (Windows),0.25,81.0,324.0
Betomis,0.25,397.0,1588.0
Bestial Reception (Windows),0.5,111.0,222.0
Bestial Reception,0.5,424.0,848.0
Best Month Ever!,8.0,4140.0,517.5
Besiege (Windows),8.0,2740.0,342.5
Besiege,3.0,1420.0,473.3333333333333
Berzerk: Recharged,1.0,563.0,563.0
Beowulf,15.0,5400.0,360.0
Beneath Oresa,105.0,4350.0,41.42857142857143
Bendy and the Ink Machine,8.0,4019.9999999999995,502.49999999999994
Bendy and the Dark Revival,20.0,8160.0,408.0
Ben-Hur,1.0,765.0,765.0
Ben 10: Power Trip,15.0,1950.0,130.0
Ben 10 Ultimate Alien: Cosmic Destruction,8.0,5100.0,637.5
Ben 10 Omniverse 2,8.0,1990.0,248.75
Ben 10 Omniverse,6.0,2850.0,475.0
Ben 10 Galactic Racing,12.0,2200.0,183.33333333333334
Ben 10 Alien Force: The Rise of Hex,8.0,195.0,24.375
Ben 10,6.0,2530.0,421.6666666666667
Bem Feito,0.5,1100.0,2200.0
Below,20.0,4590.0,229.5
Bellator: MMA Onslaught,8.0,1910.0,238.75
Bejeweled LIVE (Windows),8.0,98.0,12.25
Bejeweled Blitz LIVE,35.0,79.0,2.257142857142857
Bejeweled 3,12.0,211.0,17.583333333333332
Bejeweled 2,300.0,25.0,0.08333333333333333
Beholgar,5.0,734.0,146.8
Beholder Complete Edition,15.0,2380.0,158.66666666666666
Beholder 3,24.0,2730.0,113.75
Beholder 2,15.0,2750.0,183.33333333333334
Behold Battle,31.0,744.0,24.0
Behind Closed Doors: A Developer's Tale (Xbox One),1.0,421.0,421.0
Behind Closed Doors: A Developer's Tale,1.0,588.0,588.0
Before We Leave,60.0,1350.0,22.5
Before I Forget,0.5,1280.0,2560.0
Before Exit: Supermarket,7.0,2570.0,367.14285714285717
Beef Cat Ultra,15.0,398.0,26.533333333333335
BeeFense BeeMastered,15.0,1630.0,108.66666666666667
Bee Simulator,8.0,7970.0,996.25
Bee Movie Game,12.0,3070.0,255.83333333333334
Bee Flowers (Xbox One),0.25,449.0,1796.0
Bee Flowers (Windows),0.25,132.0,528.0
Bee Flowers,0.25,449.0,1796.0
Bedlam,6.0,4950.0,825.0
Beautiful Sakura: Volleyball Club (Windows),0.25,1620.0,6480.0
Beautiful Sakura: Volleyball Club,0.25,2140.0,8560.0
Beautiful Sakura: Surfing Club (Windows),0.25,1550.0,6200.0
Beautiful Sakura: Surfing Club,0.25,1440.0,5760.0
Beautiful Sakura: Running Club (Windows),0.25,1620.0,6480.0
Beautiful Sakura: Running Club,0.25,789.0,3156.0
Beautiful Sakura: Racing Club (Windows),0.25,1620.0,6480.0
Beautiful Sakura: Fitness Club (Windows),0.25,1620.0,6480.0
Beautiful Sakura: Fitness Club,0.25,2510.0,10040.0
Beautiful Sakura: Fashion Club (Windows),0.25,1620.0,6480.0
Beautiful Sakura: Fashion Club,0.25,1470.0,5880.0
Beautiful Katamari,80.0,3260.0,40.75
Beatsplosion for Kinect,5.0,742.0,148.4
Beatbuddy: Tale of the Guardians,8.0,1500.0,187.5
Beat of Montezuma (Windows),0.5,66.0,132.0
Beat of Montezuma,0.5,379.0,758.0
Beat Souls,1.0,577.0,577.0
Beat Me!,0.5,3580.0,7160.0
Beat Cop,20.0,495.0,24.75
Beasts of Maravilla Island,2.0,2460.0,1230.0
Beastie Bay DX,34.0,434.0,12.764705882352942
Beast Quest,10.0,4970.0,497.0
Bears Can't Drift!?,10.0,3930.0,393.0
Bear With Me: The Lost Robots,1.0,3280.0,3280.0
Beacon Pines,3.0,1290.0,430.0
Beach Buggy Racing 2: Island Adventure,100.0,588.0,5.88
Beach Buggy Racing,25.0,247.0,9.88
Bayonetta (Xbox 360),25.0,6810.0,272.4
Bayonetta,25.0,12870.0,514.8
Batu Ta Batu,1.0,767.0,767.0
Battlezone Gold Edition,222.0,3520.0,15.855855855855856
Battletoads,15.0,19290.0,1286.0
Battlestations: Pacific,50.0,4910.0,98.2
Battlestations: Midway,35.0,4760.0,136.0
Battlestar Galactica Deadlock,20.0,4110.0,205.5
Battleship (Xbox 360),8.0,3050.0,381.25
Battleship,8.0,1570.0,196.25
Battlefield: Bad Company 2,40.0,4880.0,122.0
Battlefield: Bad Company,150.0,4920.0,32.8
Battlefield V,40.0,81550.0,2038.75
Battlefield Hardline,360.0,48920.0,135.88888888888889
Battlefield 4,20.0,38350.0,1917.5
Battlefield 3,40.0,28810.0,720.25
Battlefield 2042 (Xbox One),100.0,42280.0,422.8
Battlefield 2042,100.0,51420.0,514.2
Battlefield 1943,20.0,560.0,28.0
Battlefield 1,40.0,74410.0,1860.25
Battleborn,174.0,34170.0,196.3793103448276
BattleCakes,8.0,3960.0,495.0
BattleBlock Theater,40.0,1160.0,29.0
Battle: Los Angeles,2.0,1020.0,510.0
Battle Worlds: Kronos,40.0,2430.0,60.75
Battle Stations Blockade,3.0,1360.0,453.3333333333333
Battle Princess Madelyn,66.0,1720.0,26.060606060606062
Battle Of The Bulge,21.0,718.0,34.19047619047619
Battle Knights,3.0,394.0,131.33333333333334
Battle Kid: Fortress of Peril,0.5,244.0,488.0
Battle Islands: Commanders,200.0,987.0,4.935
Battle Islands,60.0,456.0,7.6
Battle High 2 A+,39.0,676.0,17.333333333333332
Battle Garegga Rev.2016,5.0,826.0,165.2
Battle Chasers: Nightwar,60.0,9910.0,165.16666666666666
Battle Brothers,377.0,1760.0,4.6684350132626
Battle Axe,22.0,319.0,14.5
Battle Ages,380.0,525.0,1.381578947368421
Battle Academy,40.0,250.0,6.25
Batora: Lost Haven,10.0,19280.0,1928.0
Batman: The Telltale Series (Xbox 360),1.0,717.0,717.0
Batman: The Telltale Series (Windows),1.0,13620.0,13620.0
Batman: The Telltale Series,1.0,8340.0,8340.0
Batman: The Enemy Within - The Telltale Series (Windows),1.0,22570.0,22570.0
Batman: The Enemy Within - The Telltale Series,1.0,4730.0,4730.0
Batman: Return to Arkham - Arkham City,80.0,42150.0,526.875
Batman: Return to Arkham - Arkham Asylum,15.0,29450.0,1963.3333333333333
Batman: Arkham Origins Blackgate Deluxe Edition,15.0,2650.0,176.66666666666666
Batman: Arkham Knight,42.0,47150.0,1122.6190476190477
Batman: Arkham City,40.0,7650.0,191.25
Batman: Arkham Asylum,20.0,6670.0,333.5
Batbarian: Testament of the Primordials,60.0,1330.0,22.166666666666668
Bat Boy,10.0,471.0,47.1
Bastion (Xbox 360),8.0,559.0,69.875
Bastion,15.0,1310.0,87.33333333333333
Bassmaster Fishing 2022,200.0,30890.0,154.45
Basketball Pinball,1.0,556.0,556.0
Baseball Riot,8.0,162.0,20.25
Barton Lynch Pro Surfing,83.0,15610.0,188.0722891566265
Bartlow's Dread Machine,10.0,2670.0,267.0
Barry the Bunny,0.5,293.0,586.0
Baron: Fur is Gonna Fly,2.0,850.0,425.0
Barn Finders,15.0,9290.0,619.3333333333334
Barista Simulator,45.0,3130.0,69.55555555555556
Bard's Gold (Xbox One),8.0,201.0,25.125
Bard's Gold,9.0,438.0,48.666666666666664
Barbie Project Friendship,10.0,3160.0,316.0
Barbie & Her Sisters: Puppy Rescue,8.0,2410.0,301.25
Banner of the Maid,40.0,2610.0,65.25
Bankshot Billiards 2,6.0,37.0,6.166666666666667
Banjo-Tooie,15.0,94.0,6.266666666666667
Banjo-Kazooie: Nuts & Bolts,30.0,6160.0,205.33333333333334
Banjo-Kazooie,12.0,48.0,4.0
Banishers: Ghosts of New Eden,60.0,56470.0,941.1666666666666
Bangai-O HD: Missile Fury,25.0,260.0,10.4
Bang-On Balls: Chronicles,8.0,5080.0,635.0
Bang Bang Racing,12.0,188.0,15.666666666666666
Band of Bugs,10.0,34.0,3.4
Ballotron Oceans (Windows),0.25,103.0,412.0
Ballotron Oceans,0.25,406.0,1624.0
Ballotron Galaxy (Xbox One),0.25,412.0,1648.0
Ballotron Galaxy (Windows),0.25,96.0,384.0
Ballotron Galaxy,0.25,412.0,1648.0
Ballotron Coolbox (Windows),0.25,100.0,400.0
Ballotron Coolbox,0.25,406.0,1624.0
Ballotron (Windows),0.25,96.0,384.0
Ballotron,0.25,200.0,800.0
Ball laB II,0.5,936.0,1872.0
Ball laB,0.25,397.0,1588.0
Baldur's Gate: Dark Alliance II,15.0,4650.0,310.0
Baldur's Gate: Dark Alliance,1.0,4140.0,4140.0
Baldur's Gate and Baldur's Gate II: Enhanced Editions,150.0,8100.0,54.0
Baldur's Gate 3,150.0,139550.0,930.3333333333334
Baldo: The Guardian Owls,74.0,1350.0,18.243243243243242
Balatro,300.0,419.0,1.3966666666666667
Balancelot,0.25,305.0,1220.0
Balan Wonderworld,40.0,20000.0,500.0
Bakugan: Defenders of the Core,10.0,3420.0,342.0
Bakugan: Battle Brawlers,20.0,3130.0,156.5
Bakery Simulator,13.0,7620.0,586.1538461538462
Baila Latino,15.0,4810.0,320.6666666666667
Bai Qu: Hundreds of Melodies,1.0,2210.0,2210.0
Bahnsen Knights,1.0,508.0,508.0
Bad North: Jotunn Edition,15.0,453.0,30.2
Bad Dream: Coma,19.0,464.0,24.42105263157895
Backyard Sports: Sandlot Sluggers,6.0,699.0,116.5
Backrooms: Partygoers,0.5,800.0,1600.0
Backpack Twins,20.0,413.0,20.65
Backpack Hero,66.0,815.0,12.348484848484848
Backfirewall_,11.0,5950.0,540.9090909090909
Backbeat,82.0,1770.0,21.585365853658537
BackSlash,9.0,686.0,76.22222222222223
Back to the Future: The Game - 30th Anniversary Edition (Xbox 360),12.0,1790.0,149.16666666666666
Back to the Future: The Game - 30th Anniversary Edition,10.0,1950.0,195.0
Back to Belt,17.0,209.0,12.294117647058824
Back In 1995,1.0,232.0,232.0
Back 4 Blood,150.5,69390.0,461.063122923588
Babylon 2055 Pinball,2.0,365.0,182.5
Baby Shark: Sing & Swim Party,8.0,1270.0,158.75
Babol the Walking Box,0.5,1920.0,3840.0
Babel Rising 3D (Windows),6.0,131.0,21.833333333333332
Babel Rising,8.0,321.0,40.125
BUTCHER,22.0,271.0,12.318181818181818
BRUTAL RAGE,2.0,348.0,174.0
BROKEN MIND,1.0,649.0,649.0
BROK the InvestiGator,6.0,2820.0,470.0
BROADSWORD: WARLORD EDITION,12.0,1390.0,115.83333333333333
BQM - BlockQuest Maker: Remastered,3.0,684.0,228.0
BQM - BlockQuest Maker,229.0,263.0,1.148471615720524
BPM: Bullets Per Minute,47.0,6960.0,148.08510638297872
BORIS THE ROCKET,24.0,2060.0,85.83333333333333
BOMBFEST,2.0,477.0,238.5
BLUE PROTOCOL,60.0,39540.0,659.0
BLACKTAIL,30.0,15700.0,523.3333333333334
BLACKHOLE: Complete Edition,62.0,1670.0,26.93548387096774
BLACK PARADOX,8.0,659.0,82.375
BIT.TRIP RERUNNER,8.0,1110.0,138.75
BH Trials,103.0,943.0,9.155339805825243
BFF or Die,0.25,598.0,2392.0
BBQ Simulator: The Squad,8.0,2200.0,275.0
BATSUGUN Saturn Tribute Boosted,7.0,1120.0,160.0
BATS: Bloodsucker Anti-Terror Squad,6.0,386.0,64.33333333333333
Azure Striker GUNVOLT 3,35.0,4400.0,125.71428571428571
Azure Striker GUNVOLT 2,27.0,1730.0,64.07407407407408
Azure Striker GUNVOLT,27.0,1170.0,43.333333333333336
Azura's Crystals,61.0,3850.0,63.114754098360656
Aztek Tiki Talisman,1.0,863.0,863.0
Aztech Forgotten Gods,10.0,2240.0,224.0
Azkend 2: The World Beneath,60.0,237.0,3.95
Azito x Tatsunoko Legends,205.0,1640.0,8.0
Ayre and the Crystal Comet,1.5,1840.0,1226.6666666666667
Ayo the Clown,8.0,4180.0,522.5
Axis Football 2024,1.0,4470.0,4470.0
Axis Football 2023,1.0,4680.0,4680.0
Axis Football 2021,2.0,3260.0,1630.0
Axis Football 2020,1.0,2170.0,2170.0
Axis Football 2019,1.0,2110.0,2110.0
Axis Football 2018,3.0,2040.0,680.0
Axiom Verge 2,10.0,288.0,28.8
Axiom Verge,20.0,256.0,12.8
Axel & Pixel,3.0,232.0,77.33333333333333
Awkward,12.0,549.0,45.75
Awesomenauts Assemble!,366.0,2490.0,6.80327868852459
Awesomenauts (Xbox 360),15.0,541.0,36.06666666666667
Awesome Pea 3 (Xbox One),0.5,611.0,1222.0
Awesome Pea 3 (Windows),0.5,270.0,540.0
Awesome Pea 3,1.0,612.0,612.0
Awesome Pea 2,1.0,526.0,526.0
Awesome Pea,1.0,295.0,295.0
Avowed,68.0,74770.0,1099.5588235294117
Avenging Spirit,0.5,315.0,630.0
Aven Colony,25.0,9570.0,382.8
Avatar: The Last Airbender - The Burning Earth,0.25,5690.0,22760.0
Avatar: The Last Airbender - Quest for Balance,41.0,8240.0,200.97560975609755
Avatar: Frontiers of Pandora,60.0,114950.0,1915.8333333333333
Autumn's Journey,0.25,266.0,1064.0
Autonauts,80.0,1050.0,13.125
Autobahn Police Simulator 3,38.0,11530.0,303.42105263157896
Autobahn Police Simulator 2,20.0,7290.0,364.5
Aurion: Legacy of the Kori-Odan,26.0,8050.000000000001,309.61538461538464
Attack on Titan 2,150.0,21780.0,145.2
Attack on Titan,120.0,18300.0,152.5
Attack of the Toy Tanks (Xbox One),1.0,288.0,288.0
Attack of the Toy Tanks,0.5,578.0,1156.0
Attack of the Movies 3D,15.0,305.0,20.333333333333332
Attack of the Earthlings,22.0,2690.0,122.27272727272727
Attack Heroes,22.0,1920.0,87.27272727272727
Atrio: The Dark Wild,57.0,2970.0,52.10526315789474
Atomicrops (Windows),67.0,1560.0,23.28358208955224
Atomicrops,600.0,1630.0,2.716666666666667
Atomic Heist,6.0,420.0,70.0
Atomic Heart,40.0,125380.0,3134.5
Ato,16.0,670.0,41.875
Atlas Fallen,20.0,28540.0,1427.0
Atari Flashback Classics Vol. 3,78.0,222.0,2.8461538461538463
Atari Flashback Classics Vol. 2,62.0,421.0,6.790322580645161
Atari Flashback Classics Vol. 1,39.0,405.0,10.384615384615385
Atari 50: The Anniversary Celebration,15.0,11610.0,774.0
Atama,46.0,6090.0,132.3913043478261
At Sundown: Shots in the Dark,11.0,1410.0,128.1818181818182
Asura's Wrath,15.0,6100.0,406.6666666666667
Astrune Academy,8.0,2060.0,257.5
Astronite,6.0,381.0,63.5
Astroneer,62.0,3000.0,48.38709677419355
Astrologaster (Windows),1.0,739.0,739.0
Astro Flame Starfighter (Xbox One),1.0,1250.0,1250.0
Astro Flame Starfighter,1.0,1490.0,1490.0
Astria Ascending,50.0,21220.0,424.4
Astrea: Six-Sided Oracles,56.0,1080.0,19.285714285714285
Astralojia: Season 1,10.0,1780.0,178.0
Astor: Blade of the Monolith,18.0,8290.0,460.55555555555554
Asteroids: Recharged,2.0,713.0,356.5
Asterix & Obelix: Slap Them All! 2,6.0,2590.0,431.6666666666667
Asterix & Obelix: Slap Them All!,20.0,1450.0,72.5
Asterix & Obelix: Heroes,45.0,1820.0,40.44444444444444
Asterix & Obelix XXXL: The Ram From Hibernia,19.0,3760.0,197.89473684210526
Asterix & Obelix XXL: Romastered,20.0,6200.0,310.0
Asterix & Obelix XXL3: The Crystal Menhir,15.0,2190.0,146.0
Asterix & Obelix XXL 2,10.0,2250.0,225.0
Asterigos: Curse of the Stars,40.0,12130.0,303.25
Astebros,30.0,362.0,12.066666666666666
Astalon: Tears of the Earth,20.0,475.0,23.75
Assetto Corsa Competizione,150.0,19520.0,130.13333333333333
Assetto Corsa,150.0,23160.0,154.4
Assault Suit Leynos 2 Saturn Tribute,6.0,1010.0,168.33333333333334
Assault On Metaltron,10.0,859.0,85.9
Assault Heroes 2,8.0,96.0,12.0
Assault Heroes,8.0,48.0,6.0
Assault Android Cactus,15.0,1500.0,100.0
Assassin's Creed: Revelations,25.0,7360.0,294.4
Assassin's Creed: Brotherhood,40.0,5740.0,143.5
Assassin's Creed Valhalla,123.0,120180.0,977.0731707317074
Assassin's Creed Unity,60.0,40310.0,671.8333333333334
Assassin's Creed The Ezio Collection,100.0,42520.0,425.2
Assassin's Creed Syndicate,40.0,40480.0,1012.0
Assassin's Creed Rogue Remastered,40.0,9920.0,248.0
Assassin's Creed Rogue,30.0,6040.0,201.33333333333334
Assassin's Creed Pirates (Windows),15.0,946.0,63.06666666666667
Assassin's Creed Origins,61.0,49010.0,803.4426229508197
Assassin's Creed Odyssey,85.5,48720.0,569.8245614035088
Assassin's Creed Mirage,25.0,36720.0,1468.8
Assassin's Creed Liberation HD,15.0,1750.0,116.66666666666667
Assassin's Creed IV: Black Flag (Xbox 360),40.0,7630.0,190.75
Assassin's Creed IV: Black Flag,60.0,22290.0,371.5
Assassin's Creed III Remastered,60.0,44590.0,743.1666666666666
Assassin's Creed III,40.0,16420.0,410.5
Assassin's Creed II,20.0,5190.0,259.5
Assassin's Creed Chronicles: Russia,12.0,5110.0,425.8333333333333
Assassin's Creed Chronicles: India,15.0,3630.0,242.0
Assassin's Creed Chronicles: China,15.0,3250.0,216.66666666666666
Assassin's Creed,20.0,6560.0,328.0
Aspire: Ina's Tale,4.0,2100.0,525.0
Asphalt Overdrive (Windows),8.0,397.0,49.625
Asphalt Legends Unite,120.0,8950.0,74.58333333333333
Asphalt 8: Airborne (Windows),300.0,2600.0,8.666666666666666
Asphalt 7: Heat (Windows),40.0,1016.0,25.4
Ashland Dossier,3.0,1180.0,393.3333333333333
Ashina: The Red Witch,1.0,587.0,587.0
Ashes Cricket 2009,15.0,2000.0,133.33333333333334
Ashes Cricket,12.0,13500.0,1125.0
Ashen,50.0,16790.0,335.8
Ash of Gods: Redemption,92.0,2130.0,23.152173913043477
Asemblance: Oversight,1.0,3950.0,3950.0
Asemblance,0.5,2230.0,4460.0
Asdivine Saga,15.0,1060.0,70.66666666666667
Asdivine Menace,12.0,769.0,64.08333333333333
Asdivine Kamura,15.0,248.0,16.533333333333335
Asdivine Hearts II,15.0,972.0,64.8
Asdivine Hearts,25.0,272.0,10.88
Asdivine Dios,20.0,604.0,30.2
Asdivine Cross,40.0,1010.0,25.25
Ascend: Hand of Kul,60.0,2029.9999999999998,33.83333333333333
As Far As The Eye,148.0,1250.0,8.445945945945946
As Dusk Falls,12.0,69900.0,5825.0
Arzette: The Jewel of Faramore,8.0,2200.0,275.0
Ary and the Secret of Seasons,29.0,6200.0,213.79310344827587
Arsonist Heaven,0.5,450.0,900.0
Arslan: The Warriors of Legend,40.0,15790.0,394.75
Arsene Lupin - Once A Thief,14.0,4160.0,297.14285714285717
Arrowstorm Ascendant (Windows),1.0,10480.0,10480.0
Arrowstorm Ascendant,1.0,553.0,553.0
Arrest of a stone Buddha,7.0,147.0,21.0
Army of TWO: The Devil's Cartel,15.0,7230.0,482.0
